"","study.accession","experiment.accession","strain","sample_title","description","cell_line","sample_name","bioproject_id"
"56","DRP002586","DRX022681","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"57","DRP002586","DRX022545","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"58","DRP002586","DRX022652","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"59","DRP002586","DRX022549","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"60","DRP002586","DRX022590","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"61","DRP002586","DRX022569","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"62","DRP002586","DRX022576","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"63","DRP002586","DRX022675","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"64","DRP002586","DRX022624","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"65","DRP002586","DRX022578","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"66","DRP002586","DRX022543","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"67","DRP002586","DRX022671","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"68","DRP002586","DRX022714","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"69","DRP002586","DRX022510","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"70","DRP002586","DRX022629","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"71","DRP002586","DRX022581","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"72","DRP002586","DRX022599","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"73","DRP002586","DRX022672","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"74","DRP002586","DRX022705","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"75","DRP002586","DRX022604","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"76","DRP002586","DRX022611","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"77","DRP002586","DRX022565","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"78","DRP002586","DRX022572","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"79","DRP002586","DRX022507","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"80","DRP002586","DRX022506","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"81","DRP002586","DRX022632","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"82","DRP002586","DRX022486","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"83","DRP002586","DRX022664","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"84","DRP002586","DRX022608","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"85","DRP002586","DRX022592","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"86","DRP002586","DRX022556","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"87","DRP002586","DRX022704","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"88","DRP002586","DRX022636","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"89","DRP002586","DRX022654","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"90","DRP002586","DRX022575","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"91","DRP002586","DRX022568","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"92","DRP002586","DRX022515","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"93","DRP002586","DRX022477","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
